cell_type	comparison	tf	activity	pvalue	n_targets	n_de_targets	concordant_up	concordant_down	padj
AF_inner	healthy_vs_degenerated_all	ETV4	0.03571428571428571	0.008680531329102573	56	2	2	0	0.07410209671185124
AF_inner	healthy_vs_degenerated_all	MTF1	-0.034482758620689655	0.07035392407036459	29	1	0	1	0.24747611482037796
AF_inner	healthy_vs_degenerated_all	CREB1	0.02535211267605634	7.180059010723209e-10	355	11	10	1	5.026041307506246e-07
AF_inner	healthy_vs_degenerated_all	FOXA2	0.0	1.0	78	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NFATC2	0.04918032786885246	0.00047585726699617066	61	3	3	0	0.009797061379332925
AF_inner	healthy_vs_degenerated_all	CEBPB	0.011235955056179775	0.01185189183600785	356	4	4	0	0.09427641233188061
AF_inner	healthy_vs_degenerated_all	FOS	0.0196078431372549	0.0004178288271359225	255	5	5	0	0.009614165854622277
AF_inner	healthy_vs_degenerated_all	PLAG1	0.0	1.0	8	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	E2F1	0.006896551724137931	0.005849764349031839	290	4	3	1	0.056063764918466395
AF_inner	healthy_vs_degenerated_all	E2F3	0.014925373134328358	0.15527972926747605	67	1	1	0	0.4229408968374834
AF_inner	healthy_vs_degenerated_all	HBP1	0.05128205128205128	0.004290374202297129	39	2	2	0	0.044165616788352804
AF_inner	healthy_vs_degenerated_all	YY1	0.005050505050505051	0.013302467821516548	198	3	2	1	0.097095175807691
AF_inner	healthy_vs_degenerated_all	ESR1	0.007827788649706457	3.2434327396786285e-05	511	8	6	2	0.0016217163698393142
AF_inner	healthy_vs_degenerated_all	JUN	0.010040160642570281	2.9862463581547776e-06	498	9	7	2	0.00020903724507083442
AF_inner	healthy_vs_degenerated_all	NR1I3	0.024390243902439025	0.09803363278896438	41	1	1	0	0.3091150583435814
AF_inner	healthy_vs_degenerated_all	CEBPG	0.013605442176870748	0.052460803517473474	147	2	2	0	0.21167935515668637
AF_inner	healthy_vs_degenerated_all	MAFK	0.0	1.0	21	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NFE2L3	0.0	1.0	6	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PHOX2A	0.0	1.0	8	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	STAT4	0.0	1.0	21	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	IRF1	0.03125	0.0002891423957992923	128	4	4	0	0.008310379035265096
AF_inner	healthy_vs_degenerated_all	ATF2	0.020202020202020204	0.025557923961567017	99	2	2	0	0.13976989666481962
AF_inner	healthy_vs_degenerated_all	NR2C2	0.0	1.0	50	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	IRF3	0.016666666666666666	0.14022536764338686	60	1	1	0	0.39106676235207494
AF_inner	healthy_vs_degenerated_all	TFAP2A	0.02	0.0003816075353993757	250	5	5	0	0.009403296166073202
AF_inner	healthy_vs_degenerated_all	HNF1A	0.013513513513513514	0.17007713749438486	74	1	1	0	0.4561455794868559
AF_inner	healthy_vs_degenerated_all	ETS1	0.011627906976744186	0.0691617864492996	172	2	2	0	0.24451136623489758
AF_inner	healthy_vs_degenerated_all	ARNT	0.03389830508474576	0.009598927152800403	59	2	2	0	0.0781308024065149
AF_inner	healthy_vs_degenerated_all	AHR	0.0	0.0004524044764668649	144	4	2	2	0.009614165854622277
AF_inner	healthy_vs_degenerated_all	PAX6	0.0	0.033682556407078686	115	2	1	1	0.17085354699242813
AF_inner	healthy_vs_degenerated_all	NFYA	0.012195121951219513	0.0011291170914178644	82	3	2	1	0.018632312267718065
AF_inner	healthy_vs_degenerated_all	ZNF148	0.0	1.0	23	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NFIC	0.0	1.0	65	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	RBPJ	0.02702702702702703	0.0026898047765293496	111	3	3	0	0.033299092690844675
AF_inner	healthy_vs_degenerated_all	HES1	0.0	1.0	71	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GATA4	0.01098901098901099	0.001524974284200807	91	3	2	1	0.02223920831126177
AF_inner	healthy_vs_degenerated_all	GATA6	0.01694915254237288	0.00043132418671730304	59	3	2	1	0.009614165854622277
AF_inner	healthy_vs_degenerated_all	HNF4A	0.005291005291005291	0.37992406008832647	189	1	1	0	0.9600969027502835
AF_inner	healthy_vs_degenerated_all	RXRG	0.0	1.0	6	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	RARA	-0.020833333333333332	0.005582733253792759	144	3	0	3	0.05504103207964691
AF_inner	healthy_vs_degenerated_all	DBP	0.0	1.0	24	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	HLF	0.07142857142857142	0.03458850239151579	14	1	1	0	0.17171596931958194
AF_inner	healthy_vs_degenerated_all	PPARG	0.0	0.006064262124370294	293	4	2	2	0.056093809044449675
AF_inner	healthy_vs_degenerated_all	MAX	0.0	1.0	44	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	USF2	0.023255813953488372	0.019652957849469674	86	2	2	0	0.11423772647525719
AF_inner	healthy_vs_degenerated_all	IRF2	-0.020833333333333332	0.1138075354309183	48	1	0	1	0.3361404000069317
AF_inner	healthy_vs_degenerated_all	SP3	-0.0029069767441860465	0.0016032405912281015	344	5	2	3	0.02290343701754431
AF_inner	healthy_vs_degenerated_all	AR	0.002364066193853428	0.0039238087502015346	423	5	3	2	0.04099501679315037
AF_inner	healthy_vs_degenerated_all	CUX1	0.010869565217391304	0.20697743153466105	92	1	1	0	0.538602981688709
AF_inner	healthy_vs_degenerated_all	ATF1	0.02857142857142857	0.013315909825054765	70	2	2	0	0.097095175807691
AF_inner	healthy_vs_degenerated_all	KAT7	0.03076923076923077	0.01155934259681477	65	2	2	0	0.09300620480195793
AF_inner	healthy_vs_degenerated_all	CREBZF	0.0	1.0	12	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GLI3	0.0	1.0	35	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NKX2-5	0.019230769230769232	0.12270017226057807	52	1	1	0	0.35787550242668603
AF_inner	healthy_vs_degenerated_all	TGFB1I1	0.0	1.0	12	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	RARB	-0.044444444444444446	0.005678012885892959	45	2	0	2	0.055202903057292654
AF_inner	healthy_vs_degenerated_all	RARG	0.0	1.0	33	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TEAD1	0.0625	0.0394335659646881	16	1	1	0	0.1828046104323289
AF_inner	healthy_vs_degenerated_all	PPARA	0.0	0.0018417584455495014	210	4	2	2	0.024792902151627903
AF_inner	healthy_vs_degenerated_all	ESR2	0.0	0.06846336113572539	171	2	1	1	0.24327082637059783
AF_inner	healthy_vs_degenerated_all	NR3C1	0.009216589861751152	0.0020756034493723966	217	4	3	1	0.02741363046340901
AF_inner	healthy_vs_degenerated_all	PGR	-0.017857142857142856	0.00017325261351479082	112	4	1	3	0.005775087117159694
AF_inner	healthy_vs_degenerated_all	NRG1	0.03225806451612903	0.07502400066865164	31	1	1	0	0.2549359246022143
AF_inner	healthy_vs_degenerated_all	TBP	0.008	0.27052018509782916	125	1	1	0	0.6911099619287607
AF_inner	healthy_vs_degenerated_all	REL	0.012048192771084338	0.18873168001072305	83	1	1	0	0.49853651323587217
AF_inner	healthy_vs_degenerated_all	ISL1	0.0	1.0	23	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ZBTB14	0.0	1.0	6	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	MYB	0.013986013986013986	0.04994447820502799	143	2	2	0	0.21167935515668637
AF_inner	healthy_vs_degenerated_all	PITX1	0.0	1.0	26	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	EGR1	0.013029315960912053	7.6600002640019e-07	307	8	6	2	7.6600002640019e-05
AF_inner	healthy_vs_degenerated_all	MYOD1	0.008928571428571428	0.0027590676800985587	112	3	2	1	0.033299092690844675
AF_inner	healthy_vs_degenerated_all	ETS2	0.0	1.0	87	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GTF2I	0.0	1.0	20	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NR2F1	0.0	1.0	44	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ENO1	-0.06666666666666667	0.03701400315855379	15	1	0	1	0.1762571578978752
AF_inner	healthy_vs_degenerated_all	JDP2	0.0	1.0	32	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	MAZ	0.03225806451612903	0.07502400066865164	31	1	1	0	0.2549359246022143
AF_inner	healthy_vs_degenerated_all	NR4A1	0.0125	0.18255935667510848	80	1	1	0	0.48405890027490883
AF_inner	healthy_vs_degenerated_all	HMGA1	0.03636363636363636	0.008383715996803834	55	2	2	0	0.07245186663904547
AF_inner	healthy_vs_degenerated_all	NFKB1	0.023880597014925373	1.4757500183763669e-06	335	8	8	0	0.0001291281266079321
AF_inner	healthy_vs_degenerated_all	USF1	0.0	0.06638259893363198	168	2	1	1	0.23829650899252505
AF_inner	healthy_vs_degenerated_all	DDIT3	0.023809523809523808	0.018803146828033135	84	2	2	0	0.11423772647525719
AF_inner	healthy_vs_degenerated_all	ATF4	0.02727272727272727	0.0026216307539687848	110	3	3	0	0.033299092690844675
AF_inner	healthy_vs_degenerated_all	ATF3	0.02127659574468085	0.023210008420076682	94	2	2	0	0.13208947881344454
AF_inner	healthy_vs_degenerated_all	TAF1	0.02564102564102564	0.09347677905703512	39	1	1	0	0.2987842252964593
AF_inner	healthy_vs_degenerated_all	RUNX2	0.0594059405940594	1.781298736343676e-07	101	6	6	0	2.4938182308811464e-05
AF_inner	healthy_vs_degenerated_all	TFAP2B	0.05	0.049052720194298224	20	1	1	0	0.20937136668298023
AF_inner	healthy_vs_degenerated_all	CREM	-0.01639344262295082	0.14239188639132944	61	1	0	1	0.3955330177536929
AF_inner	healthy_vs_degenerated_all	IRF8	0.0	0.006970603635995509	50	2	1	1	0.061764842344264
AF_inner	healthy_vs_degenerated_all	ETV5	0.0625	0.0394335659646881	16	1	1	0	0.1828046104323289
AF_inner	healthy_vs_degenerated_all	DMTF1	0.0	1.0	16	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NR5A1	0.013888888888888888	0.16587527588882714	72	1	1	0	0.44658728123915004
AF_inner	healthy_vs_degenerated_all	NEUROD2	0.0	1.0	9	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NEUROD1	0.0	1.0	45	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	HHEX	-0.045454545454545456	0.05382703602555739	22	1	0	1	0.21167935515668637
AF_inner	healthy_vs_degenerated_all	FOXO3	0.005714285714285714	0.009535177756602958	175	3	2	1	0.0781308024065149
AF_inner	healthy_vs_degenerated_all	MBD1	0.0	1.0	15	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	CEBPD	0.014084507042253521	0.16376657917265824	71	1	1	0	0.4426123761423196
AF_inner	healthy_vs_degenerated_all	ELK1	0.057692307692307696	0.0002967992512594677	52	3	3	0	0.008310379035265096
AF_inner	healthy_vs_degenerated_all	FLI1	0.0	0.015566925708100997	76	2	1	1	0.10183970089411867
AF_inner	healthy_vs_degenerated_all	ELK4	0.0	1.0	6	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PREB	0.0	1.0	13	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	POU1F1	0.0	1.0	39	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PAX5	0.020833333333333332	0.1138075354309183	48	1	1	0	0.3361404000069317
AF_inner	healthy_vs_degenerated_all	CEBPA	0.0	0.06569390232958779	167	2	1	1	0.23703985376655387
AF_inner	healthy_vs_degenerated_all	LITAF	0.041666666666666664	0.05857799358171382	24	1	1	0	0.22045481455483695
AF_inner	healthy_vs_degenerated_all	STAT6	0.0449438202247191	7.09889918840174e-05	89	4	4	0	0.0027606830177117877
AF_inner	healthy_vs_degenerated_all	HIF1A	0.010362694300518135	0.00036864230016185465	386	6	5	1	0.009403296166073202
AF_inner	healthy_vs_degenerated_all	TP73	0.0	0.0315668196537889	111	2	1	1	0.16367980561223874
AF_inner	healthy_vs_degenerated_all	KLF11	0.0	1.0	18	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TCF4	0.043478260869565216	0.005926740862809305	46	2	2	0	0.056063764918466395
AF_inner	healthy_vs_degenerated_all	HIVEP2	0.0	1.0	11	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	E2F4	0.0	1.0	160	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GATA5	0.0	1.0	17	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	SRF	0.037037037037037035	0.0010896920062114601	81	3	3	0	0.01860449766702493
AF_inner	healthy_vs_degenerated_all	ELF1	0.0	1.0	61	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GATA3	0.006944444444444444	0.304825305002172	144	1	1	0	0.7731076576142043
AF_inner	healthy_vs_degenerated_all	MSX1	0.05263157894736842	0.04665676800666192	19	1	1	0	0.2016033185473046
AF_inner	healthy_vs_degenerated_all	OTX2	0.037037037037037035	0.06566087644931264	27	1	1	0	0.23703985376655387
AF_inner	healthy_vs_degenerated_all	LHX2	0.0	1.0	24	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GABPA	0.03333333333333333	0.07269182689221493	30	1	1	0	0.25315561604253956
AF_inner	healthy_vs_degenerated_all	HSF2	0.043478260869565216	0.05620542762046576	23	1	1	0	0.21499343898538814
AF_inner	healthy_vs_degenerated_all	VDR	0.01818181818181818	0.00016162534447582366	110	4	3	1	0.0056568870566538285
AF_inner	healthy_vs_degenerated_all	HOXC8	0.07142857142857142	0.03458850239151579	14	1	1	0	0.17171596931958194
AF_inner	healthy_vs_degenerated_all	HR	0.028169014084507043	0.013680350091059286	71	2	2	0	0.09872417591486082
AF_inner	healthy_vs_degenerated_all	RELB	0.0	1.0	41	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	CEBPE	0.0	1.0	23	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NR0B1	0.02631578947368421	0.09118994816332383	38	1	1	0	0.2941611231074962
AF_inner	healthy_vs_degenerated_all	LEF1	0.023809523809523808	0.018803146828033135	84	2	2	0	0.11423772647525719
AF_inner	healthy_vs_degenerated_all	ID1	0.046875	0.000548022257758012	64	3	3	0	0.0106586971027032
AF_inner	healthy_vs_degenerated_all	ZNF143	-0.038461538461538464	0.06330570414977298	26	1	0	1	0.23080204637938065
AF_inner	healthy_vs_degenerated_all	SOX9	0.0	0.015566925708100997	76	2	1	1	0.10183970089411867
AF_inner	healthy_vs_degenerated_all	YBX1	0.0	1.0	82	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	HSF1	0.03571428571428571	0.0012106494902300018	84	3	3	0	0.018632312267718065
AF_inner	healthy_vs_degenerated_all	FOXE1	0.0	1.0	5	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	POU4F1	0.0	1.0	21	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NOTO	0.0	1.0	5	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	HNF1B	0.0	1.0	37	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PAX3	0.011904761904761904	0.19077901173581566	84	1	1	0	0.5001696936894043
AF_inner	healthy_vs_degenerated_all	ID2	0.01818181818181818	0.12931253111914479	55	1	1	0	0.36796248692439576
AF_inner	healthy_vs_degenerated_all	MEF2A	0.03614457831325301	0.001169433673334234	83	3	3	0	0.018632312267718065
AF_inner	healthy_vs_degenerated_all	PDX1	-0.017241379310344827	0.13587632001568106	58	1	0	1	0.38045369604390694
AF_inner	healthy_vs_degenerated_all	NR2F2	-0.018518518518518517	0.0003319603279102843	54	3	1	2	0.008937393443738423
AF_inner	healthy_vs_degenerated_all	NR1H4	0.0	0.023672040489447068	95	2	1	1	0.1336324866339754
AF_inner	healthy_vs_degenerated_all	ASCL1	0.0	1.0	50	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	RFX1	0.0	1.0	19	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	CRX	0.047619047619047616	0.051442804869971485	21	1	1	0	0.21167935515668637
AF_inner	healthy_vs_degenerated_all	NRL	0.06666666666666667	0.03701400315855379	15	1	1	0	0.1762571578978752
AF_inner	healthy_vs_degenerated_all	UBTF	0.0	1.0	9	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	MYBL2	0.0	1.0	47	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ELF2	0.0	1.0	8	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	JUND	0.0375	0.0010511506095652403	80	3	3	0	0.018395135667391704
AF_inner	healthy_vs_degenerated_all	TP63	0.022988505747126436	0.0009205023705930186	174	4	4	0	0.016521837420900333
AF_inner	healthy_vs_degenerated_all	NFKBIB	0.058823529411764705	0.041847204965227806	17	1	1	0	0.18898737726231915
AF_inner	healthy_vs_degenerated_all	HOXC6	0.0	1.0	11	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	FOXO1	0.008733624454148471	0.0025231038538319193	229	4	3	1	0.032706901808932286
AF_inner	healthy_vs_degenerated_all	PITX2	0.01	0.22285975424765483	100	1	1	0	0.5756525017467099
AF_inner	healthy_vs_degenerated_all	NR5A2	0.0	1.0	43	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	POU2F1	0.0	1.0	82	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	XBP1	0.0425531914893617	0.006180388843561142	47	2	2	0	0.056093809044449675
AF_inner	healthy_vs_degenerated_all	SREBF1	0.0	0.030016391397880548	108	2	1	1	0.15680204461579392
AF_inner	healthy_vs_degenerated_all	TCF3	0.0	1.0	92	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	LRRFIP1	0.0	1.0	13	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TCF12	0.0	1.0	38	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	E4F1	0.0	1.0	10	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	HOXB1	0.0	1.0	6	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	BRCA1	0.017857142857142856	0.13150584020623643	56	1	1	0	0.3711858392917964
AF_inner	healthy_vs_degenerated_all	ZNF362	0.0	1.0	14	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NRF1	0.0	1.0	80	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	GATA1	-0.010101010101010102	0.22089154400125277	99	1	0	1	0.5726817807439887
AF_inner	healthy_vs_degenerated_all	MYCN	0.0	1.0	120	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PKNOX1	0.0	1.0	12	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NR4A3	0.0	1.0	31	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	SSRP1	0.03669724770642202	0.00015602861132202076	109	4	4	0	0.0056568870566538285
AF_inner	healthy_vs_degenerated_all	ZNF91	0.0	1.0	35	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NR2C1	0.0	1.0	14	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ID3	0.06451612903225806	0.002726613599114518	31	2	2	0	0.033299092690844675
AF_inner	healthy_vs_degenerated_all	ERF	0.0	1.0	15	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ZNF354C	0.045454545454545456	0.05382703602555739	22	1	1	0	0.21167935515668637
AF_inner	healthy_vs_degenerated_all	HMGA2	0.05405405405405406	0.0038683340946354776	37	2	2	0	0.04099501679315037
AF_inner	healthy_vs_degenerated_all	POU2F2	0.0	1.0	30	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PHOX2B	0.0	1.0	11	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	SREBF2	0.017543859649122806	0.13369376554904103	57	1	1	0	0.37584592724630006
AF_inner	healthy_vs_degenerated_all	ELF4	0.0	0.003466888860860932	35	2	1	1	0.037919096915666445
AF_inner	healthy_vs_degenerated_all	TTF1	-0.021739130434782608	0.10932834270035328	46	1	0	1	0.329869999526928
AF_inner	healthy_vs_degenerated_all	DLX4	0.029411764705882353	0.0819862842717884	34	1	1	0	0.27070942919930135
AF_inner	healthy_vs_degenerated_all	NR1I2	0.0	0.07197925782304035	176	2	1	1	0.2519274023806412
AF_inner	healthy_vs_degenerated_all	NR1H3	0.0	0.026523227821914845	101	2	1	1	0.14392449205690225
AF_inner	healthy_vs_degenerated_all	MITF	0.022988505747126436	6.495021794280223e-05	87	4	3	1	0.0026744207388212683
AF_inner	healthy_vs_degenerated_all	NCOA1	0.014925373134328358	0.15527972926747605	67	1	1	0	0.4229408968374834
AF_inner	healthy_vs_degenerated_all	NCOR1	-0.029411764705882353	0.01260008690004978	68	2	0	2	0.09587022641342223
AF_inner	healthy_vs_degenerated_all	FOSL1	0.0	1.0	44	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	JUNB	0.024390243902439025	0.017969462321619823	82	2	2	0	0.11230913951012389
AF_inner	healthy_vs_degenerated_all	MTF2	0.0	1.0	6	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	DNMT1	0.006666666666666667	0.006250453007810106	150	3	2	1	0.056093809044449675
AF_inner	healthy_vs_degenerated_all	KLF5	0.014925373134328358	0.15527972926747605	67	1	1	0	0.4229408968374834
AF_inner	healthy_vs_degenerated_all	NR3C2	0.023255813953488372	0.10256816487410053	43	1	1	0	0.31910095738609057
AF_inner	healthy_vs_degenerated_all	MYRF	0.0	1.0	7	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	EBF1	0.0	1.0	25	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	CREBBP	0.03225806451612903	0.07502400066865164	31	1	1	0	0.2549359246022143
AF_inner	healthy_vs_degenerated_all	ZFPM1	0.0	1.0	12	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	APEX1	-0.02857142857142857	0.08429567825446262	35	1	0	1	0.2757335270005787
AF_inner	healthy_vs_degenerated_all	TEAD2	0.0	1.0	5	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TFAM	0.0	1.0	12	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	IRF4	0.023809523809523808	0.10030368237087148	42	1	1	0	0.3148546083390585
AF_inner	healthy_vs_degenerated_all	ZBED1	0.0	1.0	19	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	NCOA2	0.018867924528301886	0.12490971008956331	53	1	1	0	0.3598222101345445
AF_inner	healthy_vs_degenerated_all	FOXA1	0.022222222222222223	0.10708048179084138	45	1	1	0	0.3244863084570951
AF_inner	healthy_vs_degenerated_all	NR4A2	0.0	1.0	45	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	KLF1	0.0	1.0	22	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	LHX3	0.0	1.0	7	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	CTCF	0.016666666666666666	0.0364034100674035	120	2	2	0	0.1762571578978752
AF_inner	healthy_vs_degenerated_all	BCL6	0.012987012987012988	0.17634128586296657	77	1	1	0	0.4693494300535232
AF_inner	healthy_vs_degenerated_all	RB1	0.03125	0.07735045907016869	32	1	1	0	0.26031404494768307
AF_inner	healthy_vs_degenerated_all	TFCP2	0.0	1.0	58	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	REST	0.0	1.0	41	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ESRRA	0.025	0.0957580028031169	40	1	1	0	0.30468455437355374
AF_inner	healthy_vs_degenerated_all	HOXD3	0.0	1.0	9	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	IRF9	0.0	1.0	17	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TFE3	0.06060606060606061	0.003086245778944545	33	2	2	0	0.03484471040743842
AF_inner	healthy_vs_degenerated_all	ZNF236	0.0	1.0	7	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TFAP2C	0.0	1.0	24	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PAX8	0.0	0.001636410511761236	24	2	1	1	0.022909747164657306
AF_inner	healthy_vs_degenerated_all	NKX2-1	0.0	1.0	44	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	PBX1	0.0	1.0	43	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	SP4	0.024390243902439025	0.09803363278896438	41	1	1	0	0.3091150583435814
AF_inner	healthy_vs_degenerated_all	CIITA	0.0	1.0	26	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	CDX2	-0.022727272727272728	0.10482709359295363	44	1	0	1	0.32183756804854186
AF_inner	healthy_vs_degenerated_all	ELF3	0.045454545454545456	0.05382703602555739	22	1	1	0	0.21167935515668637
AF_inner	healthy_vs_degenerated_all	ELF5	0.0	1.0	7	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	ZEB1	0.0	1.0	47	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	EGR3	0.04	0.06094474780399922	25	1	1	0	0.22813541958716285
AF_inner	healthy_vs_degenerated_all	EWSR1	0.0	0.00724368290176889	51	2	1	1	0.06338222539047779
AF_inner	healthy_vs_degenerated_all	NAB2	-0.16666666666666666	0.014969020131272298	6	1	0	1	0.09979346754181533
AF_inner	healthy_vs_degenerated_all	DEAF1	0.0	1.0	11	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	TBPL1	0.0	1.0	30	0	0	0	1.0
AF_inner	healthy_vs_degenerated_all	MEF2C	0.03508771929824561	1.216618618072285e-05	57	4	3	1	0.0006551023328081535
AF_inner	healthy_vs_degenerated_all	POU4F2	0.0	1.0	23	0	0	0	1.0
